name,city,shopping_score,user_ratings_total,weighted_rating,popularity_score
Abad Spice Town - Flats In Mattancherry,kochi,0.587,7,4.2141,0.1869
D.G.S. Logistics & Shipping,kochi,0.5869,6,4.2189,0.1749
St Pius Xth Church,kochi,0.5869,0,4.2187,0.0
Ashok 1,kochi,0.5869,0,4.2187,0.0
St Peter Chapel,thrissur,0.5869,18,4.2185,0.2647
Five Star Chicken,kozhikode,0.5869,3,4.2184,0.1246
Barrel O' Fish Spa®,thrissur,0.5868,25,4.2271,0.2929
Malabar Chips,alappuzha,0.5868,3,4.2199,0.1246
Indian Coffee House Alappuzha KSRTC,alappuzha,0.5868,20,4.2056,0.2737
Take a break restaurant,munnar,0.5868,38,4.1866,0.3293
Ambiswamy's Vegetarian Restaurant,kochi,0.5868,7625,4.0454,0.8036
Aliban Fried Chicken - Famous Fried Chicken Calicut & Chicken Restaurant,kozhikode,0.5867,28,4.2253,0.3027
New Life Fellowship Church,kochi,0.5866,2,4.2195,0.0988
Charging spot,kochi,0.5866,0,4.2187,0.0
Mooncare facility and security management,thrissur,0.5866,0,4.2187,0.0
Amalolbhava Matha Roman Catholic Church,alappuzha,0.5866,31,4.2184,0.3115
Konkan Storage Systems (Kochi) Pvt. Ltd.,kochi,0.5866,22,4.2152,0.2819
Corporation Bank,thrissur,0.5866,11,4.2137,0.2234
Oh Kerala,thiruvananthapuram,0.5866,27,4.1998,0.2995
Miyawaki Forest @ TTPL Trivandrum,thiruvananthapuram,0.5865,0,4.2187,0.0
sahayi janaseva,kozhikode,0.5865,0,4.2187,0.0
Blossom Hydel Park (Parking),munnar,0.5865,14,4.2179,0.2434
Ashok 5,kochi,0.5864,1,4.2191,0.0623
Ashok 3,kochi,0.5864,0,4.2187,0.0
Jawahar Nagar Central Park,kochi,0.5864,5,4.2156,0.1611
Badminton Court Kavuvayal,wayanad,0.5863,16,4.2201,0.2547
NEW LIFE CHURCH,kochi,0.5863,2,4.2175,0.0988
Anjanaya Vegetarian Restaurant,wayanad,0.5863,4,4.2172,0.1447
District Animal Husbandry Office,kannur,0.5863,5,4.2166,0.1611
Light N Shade,thrissur,0.5862,12,4.2192,0.2306
Academic Building,kochi,0.5862,0,4.2187,0.0
"IPC Philadelphia Prayer Centre, Kattela",thiruvananthapuram,0.5862,0,4.2187,0.0
St. Joseph's Girls Higher Secondary School,alappuzha,0.5862,0,4.2187,0.0
Hotel Park Avenue Fort Kochi,kochi,0.5862,219,4.1478,0.4848
Holy Trinity Roman Catholic Cathedral,kannur,0.5861,236,4.2695,0.4915
Meenkunnu northern down hill,kannur,0.5861,4,4.2188,0.1447
Almanar Qur'an Study Centre Calicut,kozhikode,0.5861,0,4.2187,0.0
Bank Of India ATM,kozhikode,0.5861,3,4.2184,0.1246
Neethi Medical Warehouse,kozhikode,0.5861,1,4.2176,0.0623
Surya Chips,kannur,0.5861,2,4.2175,0.0988
South Kerala Section Headquartrs,thiruvananthapuram,0.5861,4,4.2168,0.1447
Indus Motors- Maruti Suzuki Kalpetta,wayanad,0.5861,66,4.1989,0.378
INDIA PENTECOSTAL ASSEMBLY,thiruvananthapuram,0.586,24,4.222,0.2893
KSEB Office & Inspection Bungalow,munnar,0.586,17,4.2202,0.2598
Aykunnu aana kotta,thrissur,0.586,4,4.2198,0.1447
ദേ ചപ്പാത്തി (De Chappathi),thiruvananthapuram,0.586,11,4.2197,0.2234
Ernakulam,kochi,0.586,0,4.2187,0.0
Seventh Day Adventist Higher Secondary School,thrissur,0.586,0,4.2187,0.0
Shawarma Express (Spoonbill Resturant),kochi,0.586,611,4.1441,0.5768
Mar Yohannan Mamdhana Chaldean Syrian Church,thrissur,0.5859,92,4.2355,0.4074
"St. Joseph's Syro Malabar Catholic Church, Kaloor Road",kozhikode,0.5859,85,4.2342,0.4004
Indian Peniel Christian Assemblies Church,munnar,0.5859,20,4.2254,0.2737
Karisma Fire Ministries,thiruvananthapuram,0.5859,8,4.2218,0.1975
Simulator Building,kochi,0.5859,0,4.2187,0.0
Infinity Events & Weddings,thiruvananthapuram,0.5859,42,4.2183,0.3381
Electro vision Industries,thrissur,0.5859,28,4.2074,0.3027
St. Mary’s Orthodox Syrian Church,thiruvananthapuram,0.5858,10,4.2226,0.2155
St. George's Church,kochi,0.5858,5,4.2201,0.1611
Biodiversity Park,thiruvananthapuram,0.5858,5,4.2201,0.1611
Crescent Public High School,wayanad,0.5858,0,4.2187,0.0
myHut Realtors,kannur,0.5858,7,4.2179,0.1869
Thakkaaram,kannur,0.5858,249,4.1613,0.4963
Cafe Red,thrissur,0.5857,3,4.2199,0.1246
Dr. Sukumar Azhikode Memorial,kannur,0.5857,0,4.2187,0.0
Sree Cherumukku Maha Vishnu Temple,thrissur,0.5857,257,4.2166,0.4992
Calicut Kitchen,kozhikode,0.5857,8,4.2158,0.1975
Ursuline Senior Secondary School,kannur,0.5856,0,4.2187,0.0
Muppalam Tripple Bridge Resting point,alappuzha,0.5856,5,4.2186,0.1611
Sri Saravana Bhavan,thiruvananthapuram,0.5856,4641,3.8562,0.7589
Shalom Agape Gospel Church,thiruvananthapuram,0.5855,4,4.2192,0.1447
Open Gym,kochi,0.5855,0,4.2187,0.0
Vimala College Chapel,thrissur,0.5855,31,4.2184,0.3115
Uppum mulakum,thrissur,0.5855,41,4.2002,0.336
Campus Udyana,thiruvananthapuram,0.5854,4,4.2202,0.1447
Springfield Lake Fish Farm,kochi,0.5854,5,4.2201,0.1611
Kochi Port,kochi,0.5854,1,4.2191,0.0623
Full Gospel,kochi,0.5854,0,4.2187,0.0
St.Marys Chapel,kochi,0.5854,0,4.2187,0.0
Citrus,alappuzha,0.5854,1,4.2181,0.0623
Hotel Archana Inn,kochi,0.5854,535,4.1514,0.5649
Sree Mithranandapuram Thrimoorthy Temple,thiruvananthapuram,0.5853,204,4.254,0.4785
Malootty Mess,wayanad,0.5853,6,4.2204,0.1749
SREEDHAR VALLEY,thiruvananthapuram,0.5853,0,4.2187,0.0
C.S.I All Saints' Church,munnar,0.5853,3,4.2179,0.1246
Baby Marine Group.,kochi,0.5853,91,4.2135,0.4065
CRISPY MEAL FRIED CHICKEN THRISSUR,thrissur,0.5852,188,4.2514,0.4712
Venice Plates,alappuzha,0.5852,6,4.2201,0.1749
C.S.I CHURCH SNEHAPURI,thiruvananthapuram,0.5852,2,4.2195,0.0988
KP Farmland,thrissur,0.5852,0,4.2187,0.0
St. Mary's Chapel,alappuzha,0.5852,19,4.2176,0.2693
Tristar Gadgets,thiruvananthapuram,0.5852,14,4.2158,0.2434
"Domino's Pizza | WEST FORT ROAD, THRISSUR, KERALA",thrissur,0.5852,1943,4.0616,0.6807
Jobz & Sabz Academy Of Dance,kozhikode,0.5851,25,4.2246,0.2929
Assemblies of God Church,kochi,0.5851,19,4.2204,0.2693
St.Joseph's Chapel,kochi,0.5851,2,4.2195,0.0988
BVM Dolours Calvarigiri chruch,kochi,0.5851,0,4.2187,0.0
St. Jacob Chapel,kochi,0.5851,7,4.2176,0.1869
St. Jacob's Chapel,kochi,0.585,6,4.2189,0.1749
Miyawaki forest,thiruvananthapuram,0.585,0,4.2187,0.0
New ayurveda college ladies hostel poojapura,thiruvananthapuram,0.585,0,4.2187,0.0
Beacon Green Children’s Park,thiruvananthapuram,0.585,2,4.2175,0.0988
AJ Sabha Hall,kochi,0.585,2,4.217,0.0988
Pathum Thirumala Devaswom Temple,kochi,0.5849,59,4.2353,0.368
"Mangrove Forests, Kozhikode",kozhikode,0.5849,695,4.1881,0.5884
Parrot Realty,wayanad,0.5848,62,4.2332,0.3724
Nilami Chira,thiruvananthapuram,0.5848,3,4.2188,0.1246
Nimmathiya 100% Aaruthal church,thrissur,0.5848,0,4.2187,0.0
Pattom Royal Hotel,thiruvananthapuram,0.5848,4339,4.2059,0.7529
Golden Peacock - Multi-Cuisine Restaurant,kannur,0.5847,88,4.239,0.4035
Joshy's Ultimate Gym,thrissur,0.5847,119,4.2233,0.4304
IPC House of prayer church Ayyanthole,thrissur,0.5847,16,4.2193,0.2547
CRUNCHY TASTY FOODS,thrissur,0.5847,8,4.219,0.1975
SMCC Young Family,thiruvananthapuram,0.5847,0,4.2187,0.0
Toaster-a taste of tag,kochi,0.5846,3,4.2188,0.1246
The Salvation Army Church Vazhuthacaud,thiruvananthapuram,0.5846,0,4.2187,0.0
Unni Chettan Thauukada,thiruvananthapuram,0.5845,2,4.2195,0.0988
"Gospel Mission church of god, chennilodu, kannamoola",thiruvananthapuram,0.5845,0,4.2187,0.0
SI Property Endura,thiruvananthapuram,0.5845,99,4.2084,0.414
St. Francis Friary Chapel,kochi,0.5844,10,4.2196,0.2155
All India Transport Services,kochi,0.5844,1,4.2191,0.0623
Christian Worship Center,thiruvananthapuram,0.5843,3,4.2199,0.1246
MR FISH,alappuzha,0.5843,1,4.2191,0.0623
Greater one horned rhino,thiruvananthapuram,0.5843,0,4.2187,0.0
Planetarium Entrance,thiruvananthapuram,0.5843,41,4.2183,0.336
All Saints Library,thiruvananthapuram,0.5843,7,4.2169,0.1869
Haimavathy Pond (Pullekonam Chira),thiruvananthapuram,0.5843,79,4.2104,0.3939
(SAP) SREE ANNAPOORANI PURE VEG,munnar,0.5842,1370,4.2517,0.6493
Unity Karekad,thrissur,0.5842,3,4.2199,0.1246
Free Parking,thiruvananthapuram,0.5842,0,4.2187,0.0
PRDS sakha mandhiram,thrissur,0.5842,0,4.2187,0.0
"Dr. David Pudukadanl,skin specialist",thrissur,0.5842,56,4.1746,0.3634
St. Mary's Chapel,kochi,0.5841,3,4.2199,0.1246
Mother Hospital Canteen,thrissur,0.5841,34,4.1833,0.3196
Community of Grace Church,kochi,0.584,51,4.2257,0.3552
Mar Ivanios Vidya Nagar Main Gate,thiruvananthapuram,0.584,0,4.2187,0.0
Hotel Triva,thiruvananthapuram,0.584,674,4.1132,0.5856
Poothadi St Mary's Jacobite Syrian Orthodox Church,wayanad,0.5839,13,4.2224,0.2372
"Carmel New India Church of God (NICOG), 673007 (Pr. Roy Thomas)",kozhikode,0.5839,1,4.2191,0.0623
Camera House,thrissur,0.5839,3,4.2169,0.1246
Diva Hearing Specialists,thiruvananthapuram,0.5839,31,4.2108,0.3115
IPC Bethel Church,kochi,0.5838,0,4.2187,0.0
K.N. Chandappan And Son's,kozhikode,0.5838,11,4.2186,0.2234
"Divina Enterprises, SUPER GAS Franchisee, L.P.G DISTRIBUTOR",munnar,0.5838,24,4.2149,0.2893
Pandhante Kurishu,alappuzha,0.5837,1,4.2191,0.0623
"Lourde Matha Syro-Malabar Church, Perumanoor",kochi,0.5836,152,4.2244,0.4522
Aranattukara Post Office,thrissur,0.5836,7,4.2211,0.1869
Cheroor Post Office,thrissur,0.5836,8,4.2198,0.1975
St teresas time institute,kochi,0.5836,0,4.2187,0.0
Clouds Valley Leisure Hotel,munnar,0.5836,1494,4.1679,0.6571
Kerala United Theological Seminary,thiruvananthapuram,0.5834,21,4.2206,0.2779
Greenwich Maritime Services Pvt. Ltd,kochi,0.5834,0,4.2187,0.0
DRJOSE WIFE CHURCH,thrissur,0.5834,0,4.2187,0.0
Care Home (Old Age Home) - Social Justice Department,thiruvananthapuram,0.5833,10,4.2201,0.2155
Karimbummal 5star thattkada,wayanad,0.5833,9,4.2177,0.207
World Impact Community Church (WICC) / World Impact Centre (WIC),thiruvananthapuram,0.5832,170,4.2721,0.4622
St.jacob chapel (Mundamveli parish),kochi,0.5832,1,4.2191,0.0623
Vestal International Medical Division,kozhikode,0.5832,0,4.2187,0.0
Vijnan Sagar Science and Technology Park Thrissur,thrissur,0.5831,197,4.226,0.4754
I.P.C Bethel Thoppumpady South,kochi,0.5831,15,4.2238,0.2492
St.Francis Chapel (Jayamatha Chapel ),thiruvananthapuram,0.5831,6,4.2195,0.1749
sharon felloship church,kannur,0.5831,0,4.2187,0.0
"The Full Gospel Pentecostal church , paravattani",thrissur,0.583,9,4.2222,0.207
Christus Rex Adoration Chapel,thiruvananthapuram,0.583,3,4.2199,0.1246
Church Of God In India (Full Gospel) Town Church,alappuzha,0.583,2,4.219,0.0988
Gentle Homes- Architects and Builders,thiruvananthapuram,0.5829,23,4.2219,0.2857
Pentecost Church(Carmel Worship Center) Wayanad,wayanad,0.5829,4,4.2178,0.1447
SVS Chaat Center,kochi,0.5829,51,4.2157,0.3552
Aanjaneya Pure Vegetarian Restaurant,wayanad,0.5828,59,4.2325,0.368
"St. Thomas Evangelical Church Of India, Alappuzha Parish",alappuzha,0.5828,11,4.2202,0.2234
Sreya Builders and Developers,thiruvananthapuram,0.5828,8,4.2194,0.1975
SREE MURUKA CHIPS,thiruvananthapuram,0.5828,8,4.219,0.1975
St. Peter's Jacobite Syrian Orthodox Simhasana Cathedral,thiruvananthapuram,0.5827,96,4.2361,0.4112
JLM CSI Church Mannanthala,thiruvananthapuram,0.5827,24,4.2196,0.2893
Cochin Air Cargo Clearing House,kochi,0.5827,16,4.2169,0.2547
Palette MG Road Ernakulam formerly Harbour View Residency,kochi,0.5827,2400,3.9903,0.6997
St. Ignatius Orthodox Cathedral,thrissur,0.5825,176,4.2253,0.4653
"IPC Faith Centre Church, Peroorkada",thiruvananthapuram,0.5824,79,4.2332,0.3939
Iyer & Mahesh Architects,thiruvananthapuram,0.5824,79,4.2294,0.3939
Riviera,kochi,0.5824,17,4.2219,0.2598
"Kottakkal Arya vaidyasala,Viyyur Dealership",thrissur,0.5824,4,4.2202,0.1447
Cicily Cottage,munnar,0.5824,682,4.1376,0.5867
Exodus House of Prayer,kochi,0.5823,112,4.2495,0.4249
Kayakkunnu,wayanad,0.5823,8,4.2182,0.1975
St.Mary's Chapel,kochi,0.5822,1,4.2191,0.0623
Sharon Fellowship Church ഷാരോൺ ഫെല്ലോഷിപ്പ് ചര്‍ച്ച്,thiruvananthapuram,0.5822,0,4.2187,0.0
CSI Church Chenkottukonam,thiruvananthapuram,0.5821,52,4.2233,0.3569
KSCSTE - National Transportation Planning and Research Centre (NATPAC),thiruvananthapuram,0.5821,34,4.2217,0.3196
South Indian Bank ATM,thrissur,0.5821,4,4.2188,0.1447
Jyothi Nikethan English Medium School,alappuzha,0.5821,0,4.2187,0.0
Jayam Lottery Agency,munnar,0.582,10,4.2191,0.2155
Kochi Port,kochi,0.582,0,4.2187,0.0
Kochi Port,kochi,0.582,2,4.2185,0.0988
Zip By Spree Hotels Mangala Towers,thrissur,0.582,997,4.1127,0.6208
Kasturba Public School,kannur,0.5819,0,4.2187,0.0
kuttan munnar,munnar,0.5818,0,4.2187,0.0
M.S.S. HEALTH CENTRE,kozhikode,0.5818,2,4.218,0.0988
jio Kyc Verification Centre,kozhikode,0.5817,3,4.2188,0.1246
SBI ATM,thrissur,0.5817,3,4.2184,0.1246
Khidma Medical Centre,kannur,0.5816,5,4.2196,0.1611
Spotted deer,thiruvananthapuram,0.5816,0,4.2187,0.0
Perinchery LP School,thrissur,0.5816,0,4.2187,0.0
University Institute of Technology (UIT),thiruvananthapuram,0.5816,62,4.2181,0.3724
Sree Brahmasthanam Temple,thrissur,0.5815,38,4.2258,0.3293
Rishab Metal,thrissur,0.5815,1,4.2191,0.0623
Kasthurba Vidhyalaya,thrissur,0.5815,0,4.2187,0.0
Hotel Paradise,thrissur,0.5815,89,4.1625,0.4045
PRUSSIANBLUE ART HUB & GAYA ART GALLERY,kochi,0.5814,62,4.2332,0.3724
St. Pius Xth Knanaya Catholic Church,thiruvananthapuram,0.5814,44,4.2226,0.3422
Macbain industry PVT LTD,wayanad,0.5814,6,4.2204,0.1749
Mr chicken Al Ameen product,kochi,0.5814,12,4.218,0.2306
Chiller Food Corner,kochi,0.5814,90,4.2093,0.4055
eJyothi Services Private Limited,kochi,0.5813,12,4.2216,0.2306
Sree Thungadi Maha Vishnu Temple,wayanad,0.5813,6,4.2189,0.1749
KUMBALAD health centre govt,wayanad,0.5813,0,4.2187,0.0
"St. Thomas College (Autonomous), Thrissur",thrissur,0.5812,1324,4.3307,0.6462
ST.ANTONY'S L.P SCHOOL SAUDI,kochi,0.5812,0,4.2187,0.0
Fatayer,kannur,0.5811,3,4.2199,0.1246
City Union Bank,kannur,0.5811,18,4.2132,0.2647
Church of God Kannur,kannur,0.581,9,4.2222,0.207
Wayanad District Co-operative Bank.wayanad,wayanad,0.581,2,4.219,0.0988
Christian church of God,thiruvananthapuram,0.581,0,4.2187,0.0
Grace Restaurant,thiruvananthapuram,0.581,1146,4.0662,0.6333
CHURCH OF GOD MANNAKKAL,thiruvananthapuram,0.5809,1,4.2191,0.0623
Maliakkal Industrial Enterprises,kochi,0.5809,0,4.2187,0.0
PPD Seasons,thiruvananthapuram,0.5809,187,4.2171,0.4707
St.Joseph's Convent,thiruvananthapuram,0.5808,0,4.2187,0.0
Ontash India Private Limited,kozhikode,0.5808,20,4.2175,0.2737
Mahaveer Vegetarian Restaurant,alappuzha,0.5808,1006,4.0786,0.6216
Super Hotel O Prince Palace,thiruvananthapuram,0.5808,1717,3.9791,0.6696
Smile chicken,thiruvananthapuram,0.5807,0,4.2187,0.0
I CARE CENTRE,thrissur,0.5807,11,4.2186,0.2234
"St. Mary's Malankara Syriac Catholic Church, Calicut",kozhikode,0.5806,32,4.2247,0.3143
Assemblies Of God Church,wayanad,0.5806,14,4.2213,0.2434
Kannur Brethren Assembly,kannur,0.5806,5,4.2196,0.1611
Church Of God In India Nalanchira,thiruvananthapuram,0.5806,0,4.2187,0.0
Abad Spice Bay Apartments - Flats In Kochangadi,kochi,0.5806,1,4.2181,0.0623
The South Park,thiruvananthapuram,0.5806,5720,4.2048,0.7777
Matha Nagar Church,kochi,0.5805,15,4.2193,0.2492
Norma School,thiruvananthapuram,0.5805,0,4.2187,0.0
Mathrubhumi Road Junction - ആൽത്തറ,thiruvananthapuram,0.5805,6,4.2165,0.1749
IPC Grace Tabernacle Church,thiruvananthapuram,0.5804,18,4.2221,0.2647
Maa Annapurna Transport Agency Pvt. Ltd.,kozhikode,0.5804,4,4.2192,0.1447
Horticultural Therapy Garden,thiruvananthapuram,0.5804,0,4.2187,0.0
Hotel Mugal Palace,munnar,0.5804,50,4.1963,0.3534
Salis Beauty Clinic,kannur,0.5804,94,4.137,0.4094
Business Post centre Thevara,kochi,0.5803,18,4.2194,0.2647
St. Ritas Public School,kochi,0.5803,0,4.2187,0.0
IMU Football ground,kochi,0.5802,1,4.2191,0.0623
"St. Peter & Paul Malankara Catholic Church, Barton Hill",thiruvananthapuram,0.5802,1,4.2191,0.0623
Penta Homes,thrissur,0.5802,9,4.2177,0.207
Crave&Go,thiruvananthapuram,0.5802,1,4.2171,0.0623
LUCKY MENS PARLOUR,kochi,0.5801,1,4.2191,0.0623
Chevayoor Bank,kozhikode,0.5801,3,4.2188,0.1246
Vibes manmade lake,thiruvananthapuram,0.5801,0,4.2187,0.0
Maple Bakehouse,thrissur,0.5801,1662,4.2102,0.6667
Kommeri Service Cooperative Bank,kozhikode,0.58,6,4.2126,0.1749
Assemblies of God Thoppumpady,kochi,0.5799,6,4.2201,0.1749
Lourde matha chapel,kochi,0.5799,1,4.2191,0.0623
Palm Beach Resort & Cafe by UTH,alappuzha,0.5799,628,4.0947,0.5793
Safe Catering,kannur,0.5798,178,4.2335,0.4663
Ameen Vanitha Mess,wayanad,0.5798,3,4.2199,0.1246
HelpAge India,kochi,0.5798,15,4.2193,0.2492
Nisha Arts,thrissur,0.5798,1,4.2191,0.0623
"Marth Mariyam Church, Chaldean Syrian Church Of The East",thiruvananthapuram,0.5798,0,4.2187,0.0
SPARSH SERVICE CENTRE THRISSUR (erstwhile Defence Pension Disbursing Office Thrissur),thrissur,0.5798,22,4.2174,0.2819
Aaramam Lodging and Resorts,kochi,0.5798,747,4.2136,0.5948
Madurai Vegetarian,thrissur,0.5798,10888,4.0339,0.8356
Steampot Restaurant,thiruvananthapuram,0.5798,3188,3.9,0.7252
"RBS Fitness Centre - Fitness Centre Thrissur, Fitness Centre, Punkunnam, West Fort, Poothole",thrissur,0.5797,109,4.2281,0.4225
Botany garden,thiruvananthapuram,0.5797,2,4.2195,0.0988
Pushpagiri Ashram Panamaram,wayanad,0.5796,22,4.2261,0.2819
Trivandrum Bible Fellowship Church,thiruvananthapuram,0.5796,6,4.221,0.1749
Chattambi Swami Memmorial Pourasamithy,thiruvananthapuram,0.5796,2,4.2195,0.0988
CSI Mithirmala,thiruvananthapuram,0.5796,0,4.2187,0.0
"The Word Ministry, Kannamoola Branch",thiruvananthapuram,0.5796,0,4.2187,0.0
Vembanad Lake-Aroor,kochi,0.5795,86,4.222,0.4014
Vishnu Surgicals,thrissur,0.5795,3,4.2199,0.1246
Sharon fellowship church sreekaryam,thiruvananthapuram,0.5794,4,4.2182,0.1447
Library,thiruvananthapuram,0.5794,1,4.2181,0.0623
Babus Driving School,kozhikode,0.5794,7,4.2176,0.1869
Chickywok,thiruvananthapuram,0.5793,528,4.3192,0.5637
Ebenezer Brethren Church,kochi,0.5793,9,4.2217,0.207
New Life In Christ,kochi,0.5793,6,4.221,0.1749
Kosamattam Finance Ltd,thiruvananthapuram,0.5793,2,4.2195,0.0988
St. James C.S.I Church Chithirapuram South,munnar,0.5793,0,4.2187,0.0
Daya Hospital Canteen,thrissur,0.5793,507,4.134,0.5601
"MANNANTHALA CHURCH, CHURCH OF GOD (FULL GOSPEL) IN INDIA",thiruvananthapuram,0.5792,13,4.2186,0.2372
Pankayam,thiruvananthapuram,0.5792,17827,4.0221,0.8799
"Siyon tuition centre - Tuition Centres Thrissur, School Tuition, Plus Two Tuition, Physics, Maths",thrissur,0.5791,82,4.2416,0.3972
Mar Ivanios College Stadium,thiruvananthapuram,0.579,132,4.2237,0.4396
Lakshmi Purohit veg. Restaurant,alappuzha,0.579,25,4.2209,0.2929
Thiruvananthapuram Corporation Central library,thiruvananthapuram,0.579,1,4.2186,0.0623
Paroppadi Lake Project,kozhikode,0.579,4,4.2178,0.1447
IPC Bethel Church Palluruthy,kochi,0.5789,10,4.2216,0.2155
Hotel S,kannur,0.5789,6,4.2171,0.1749
St. Joseph's Church Madhuracompany,kochi,0.5788,62,4.2271,0.3724
"IPC EBENEZER, KAINAKARY",alappuzha,0.5788,2,4.2195,0.0988
Pizzaiolo,thrissur,0.5788,2,4.2195,0.0988
Koyili Hospital Canteen,kannur,0.5788,13,4.2095,0.2372
La Bella Vitta Salon,thrissur,0.5788,281,4.2041,0.5072
Nithyanada Ayurvedic Hospital,kozhikode,0.5787,2,4.219,0.0988
ChargeMOD Charging Station,kozhikode,0.5787,0,4.2187,0.0
Muttanum Kuttanum Mandi restaurant,thrissur,0.5787,39,4.2088,0.3316
Kanai Restaurant,kochi,0.5787,107,4.1162,0.4209
Ceylon Bake House Woodland Junction,kochi,0.5787,6137,4.0538,0.784
Valiyaparambil Garden,kochi,0.5786,0,4.2187,0.0
Assembly of God Church,thiruvananthapuram,0.5786,22,4.2185,0.2819
Zillion IT Solutions,kozhikode,0.5786,9,4.2182,0.207
KSST Museum & Priyadarsini Planetarium,thiruvananthapuram,0.5786,5670,4.2049,0.7769
Hotel South Regency,kochi,0.5786,1442,4.1271,0.6539
New India Church of God Anachal,munnar,0.5783,6,4.2204,0.1749
Anayara Post Office,thiruvananthapuram,0.5783,28,4.2143,0.3027
SBI Branch Thiruvannur,kozhikode,0.5783,50,4.2133,0.3534
"Church Of God (Full Gospel) In India, Mizpah",kozhikode,0.5781,37,4.2292,0.327
PISTA FARM,kannur,0.5781,2,4.2195,0.0988
IMU Boys Hostel (New),kochi,0.5781,0,4.2187,0.0
Kozhikode District Co-operative Bank Ltd,kozhikode,0.5781,5,4.2186,0.1611
"Wills Memorial CSI Church, Mangad",thiruvananthapuram,0.5779,38,4.2258,0.3293
Bilathikulam Shiva Temple Pond,kozhikode,0.5779,11,4.2224,0.2234
Pmgyouths,thiruvananthapuram,0.5779,0,4.2187,0.0
Govt Model HSS,kozhikode,0.5779,0,4.2187,0.0
Tharanadhan doctor,munnar,0.5779,0,4.2187,0.0
"St. Aloysius Higher Secondary School, Elthuruth",thrissur,0.5779,0,4.2187,0.0
Ashwin Inn,munnar,0.5779,39,4.1954,0.3316
Assemblies of God kavadiyaar,thiruvananthapuram,0.5778,2,4.219,0.0988
Aquarius Fast Food,kannur,0.5778,116,4.1683,0.4281
PNR HOMES,thiruvananthapuram,0.5777,23,4.2173,0.2857
MR SHAWARMA Cafe,kochi,0.5777,747,4.1864,0.5948
Rozario's Restaurant,kochi,0.5777,466,4.1585,0.5525
Solispehdee Pre-School,thiruvananthapuram,0.5776,30,4.2273,0.3087
Love Army Crusade Ministries Office,thiruvananthapuram,0.5776,25,4.2259,0.2929
C.S.I Christ Tamil Church,kozhikode,0.5775,20,4.2244,0.2737
Camper's Hill Stone,munnar,0.5775,16,4.2233,0.2547
Kerala fresh chicken,thiruvananthapuram,0.5775,5,4.2206,0.1611
Skyline Builders,kannur,0.5775,4,4.2188,0.1447
Chemmangad Police Station,kozhikode,0.5775,0,4.2187,0.0
Secura Investments,kozhikode,0.5773,5,4.2206,0.1611
Mar Basaleose Chappel,wayanad,0.5773,2,4.2195,0.0988
Maruti Vilas Vegetarian Restaurant,kochi,0.5773,456,4.1224,0.5506
"ICICI Bank Trivandrum-Peroorkada, Trivandrum-Branch & ATM",thiruvananthapuram,0.5772,19,4.2223,0.2693
Arabic Kitchen restaurant,wayanad,0.5772,42,4.2204,0.3381
Ernakulam District Co-Operative Bank Anrikkattu Branch,kochi,0.5772,3,4.2179,0.1246
Pit Stop Auto Car Wash,thrissur,0.5771,307,4.2295,0.5151
Mar Aprem Church - Chaldean Syrian Church of The East,thrissur,0.5771,146,4.2242,0.4486
Anganwadi,thiruvananthapuram,0.5771,3,4.2199,0.1246
Gem Testing Laboratory,thiruvananthapuram,0.5771,10,4.2116,0.2155
Sreekrishna Houseboat,alappuzha,0.5771,190,4.165,0.4721
arun boss,thrissur,0.577,0,4.2187,0.0
Internation Zion Assembly Church,thiruvananthapuram,0.5769,1,4.2191,0.0623
Medical College Principal's Office & Library,thiruvananthapuram,0.5769,157,4.1955,0.4551
IMU FLAG MAST,kochi,0.5768,0,4.2187,0.0
Carmel hill church,thiruvananthapuram,0.5768,0,4.2187,0.0
Kochi Port,kochi,0.5767,8,4.219,0.1975
Government College Munnar,munnar,0.5767,10,4.2176,0.2155
Navaratna,thrissur,0.5767,736,4.0254,0.5935
Cheriyakadavu New India Church of God,kochi,0.5766,3,4.2173,0.1246
Team Greenz Calicut,kozhikode,0.5765,313,4.2703,0.5168
Hindware Gallery. Appliances Showroom,kochi,0.5765,6,4.2201,0.1749
Indoor Stadium for National Games,thiruvananthapuram,0.5765,1,4.2186,0.0623
KFC,thiruvananthapuram,0.5765,39,4.2183,0.3316
Insight ARCHITECTS,thiruvananthapuram,0.5764,77,4.2254,0.3916
The Pentecostal Mission (TPM) Church,kannur,0.5764,20,4.2254,0.2737
Blubell Montessori Foundation - Training Centre,thrissur,0.5764,0,4.2187,0.0
Tau Infotech,thrissur,0.5764,1,4.2186,0.0623
Modi Care Products,thiruvananthapuram,0.5764,3,4.2184,0.1246
Shake palace,kochi,0.5764,3,4.2179,0.1246
Paramekkavu Bhagavathi Temple Thrissur,thrissur,0.5763,10032,4.7034,0.8282
R&R BUILDERS AND INTERIORS,thrissur,0.5763,115,4.234,0.4273
Sree Arinjerummal Kariyathan Temple അരിഞ്ചേറുമ്മൽ കരിയത്താൻ ക്ഷേത്രം,wayanad,0.5763,10,4.2186,0.2155
"St. Peter's Roman Catholic Church, Pattoor",thiruvananthapuram,0.5762,56,4.2236,0.3634
Host On Pdl.Com,kannur,0.5762,3,4.2194,0.1246
Thevara Mangroves,kochi,0.5762,1,4.2191,0.0623
Manvila Kurishadi,thiruvananthapuram,0.5762,1,4.2191,0.0623
